DECADE,@IMG,@TYPE_BG,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,BRANCH KEY,KEY TOTAL,SECONDARY TEAM,SECONDARY COUNT,SECONDARY 01,SECONDARY 02,SECONDARY 03,SECONDARY 04,SECONDARY 05,SECONDARY 06,SECONDARY 07,SECONDARY 08,SECONDARY 09,SECONDARY 10
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\179.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Research.png,"[Reinier de Graaf, Olga Aleksakova, Filipe Balestra, Berit Bessell, Hans Christian Bock, Anya Bokov, Annalisa Castorri, Benjamin Clarens, Ana Dijk, Fernando Donis, Michal Gdak, Jeremy Godenir, Gustavo Guimarães, Beth Hughes, Julius Kranefuss, Olga Krutjak, Alexey Levchuk, Felix Madrazo, Miho Mazereeuw, Brendan McGetrick, Ben Milbourne, Konstantinos Pantazis, Stefi Rack, Beatriz Ramo, Jenss Ramona, Todd Reisz, Marianna Rentzou, Mendel Robbers, Nanne de Ru, Shohei Shigematsu, Anastacia Smirnova, Michael Smith, Alexander Sverdlov, Laurent Troost, Stephen Wang, Richard Wang, Claudia Wolsfeld, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hermitage Museum,2005,Project,Completed,Research,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\180.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Landscape.png,"[Fernando Donis, João Amaro, Filipe Balestra, Joshua Beck, Katrin Betschinger, Tiago Branco-Sampaio, Haiko Cornelissen, Inge Goudsmit, Gustavo Guimarães, Miho Mazereeuw, Ben Milbourne, Joao Ruivo, Laurent Troost, Leonie Wenz, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Jeddah International Airport,2005,Project,Commissioned Study,Landscape,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\194.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Fernando Donis, Katrin Betschinger, Clément Blanchet, Maria Derevencova, Martin Gallovsky, Michal Gdak, Katharina Gerlach, Miho Mazereeuw, Ben Milbourne, Beatriz Minguez de Molina, Bart Schoonderbeek, Laurent Troost, Suzannah Waldron, Anneke van Zuethem, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Dubai Renaissance,2006,Project,Competition,Mixed use,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\195.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Reinier de Graaf, Fernando Donis, Katrin Bernickel, Maria Derevencova, Duncan Flemington, Stephen Form, Adam Frampton, Michal Gdak, Daphna Glaubert, Richard Hollington, Joyce Hsiang, Lina Korber, Joana Da Rocha Sá Lima, Anna Little, Nicola Nett, Marc Paulin, Walter Schabmueller, Ola Strandell, Manuel Villanueva, Yang Yang, Daniel Zarhy, Zhiyang Zhang, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Gazprom Headquarters,2006,Project,Competition,Mixed use,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\198.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Reinier de Graaf, Samir Bantal, Anne-Sophie Bernard, Philippe Braun, Fernando Donis, Carlos García González, Gustavo Guimarães, Pieter Janssens, Barend Koolhaas, Miho Mazereeuw, Charles-Antoine Perreault, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Kuwait Al Rai Masterplan,2006,Project,Design Development,Masterplan,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\201.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Fernando Donis, Alexandria Algard, Berit Bessell, Katrin Betschinger, Alexander Giarlis, Uli Herres, Jin Hong Jeon, Martti Kalliala, Michel van de Kar, Daan Ooievaar, Mauro Parravicini, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Porsche Towers,2006,Project,Design Development,Mixed use,True,Fernando Donis,18,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\208.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Exhibition.png,"[Reinier de Graaf, Kayoko Ota, William Todd Reisz, Hausatu Abdul-Karim, Ademide Adelusi Adeluyi, Jason Atkins, Samir Bantal, Tomek Bartczak, Anne-Sophie Bernard, Andrea Bertassi, Katrin Betschinger, Ezra Block, Fernando Donis, Talia Dorsey, Martin Gallovsky, Lily Jencks, Ravi Kamisetti, Julie Kaufman, Daniel Klos, Jan Knikker, Barend Koolhaas, Sara Martin, Miho Mazereeuw, Cristina Cassandra Murphy, Charles-Antoine Perreault, Daniel Rabin, Marieke Rietbergen, Guillaume Yersin, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Venice Biennale 2006: The Gulf,2006,Project,Completed,Exhibition,True,Fernando Donis,18,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\067.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Floris Alkemade, Frans Blok, Gro Bonesmo, Abigail Hopkins, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Tate Modern,1994,Project,Competition,Museum / Gallery,True,Dan Wood,15,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\072.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Education.png,"[Gary Bates, Frans Blok, Sarah Dun, Wilfried Hackenbroich, Fokke Moerel, Eric Schall, Heidi van der Wardt, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",H Project,1995,Project,Commissioned Study,Education,True,Dan Wood,15,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\073.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Floris Alkemade, Mathias Bauer, Frans Blok, Gro Bonesmo, Emanuelle Champalle, Minsuk Cho, Hans Cool, Christophe Cornubert, Vincent Coste, Otto Driesden, Chris van Duijn, Sarah Dun, Anthony Fontenot, Bill Gaskins, Wilfried Hackenbroich, Machteld Hendricks, Reiner Hermes, Matthias Hollwich, Andreas Huhn, Alex Karcher, Anna Kling, Niko Knebel, Christine Machynia, Jose Molmans, Sophie Morgense, Simone Nagel, Oleg Nikolaevski, Philip Oswalt, Rinske van Ramshorst, Joshua Ramus, Ole Scheeren, Sandra Schneider-Marfels, Charlotte Senly, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",MCA Masterplan,1995,Project,Design Development,Masterplan,True,Dan Wood,15,"[Christophe Cornubert, Matthias Hollwich, Ole Scheeren]",3,Christophe Cornubert,Matthias Hollwich,Ole Scheeren,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\074.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Simon van Amerongen, Gary Bates, Vincent Coste, Piet Eckert, Bobby Fogel, Kwang Soo Kim, Paul Kroese, Margaret Muller, Greetje van den Nouweland, Fanny Smelik, Jeroen Thomas, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",New Seoul International Airport,1995,Project,Commissioned Study,Masterplan,True,Dan Wood,15,[],0,,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\083.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Theatre.png,"[Floris Alkemade, Tom Bergevoet, Frans Blok, Gro Bonesmo, Catherine Lassen, Christos Marcopoulos, Ole Scheeren, Sanna Schuiling, Enno Stemerding, Jeroen Thomas, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Luxor Theatre,1996,Project,Competition,Theatre,True,Dan Wood,15,[Ole Scheeren],1,Ole Scheeren,,,,,,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\088.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Floris Alkemade, Mathias Bauer, Frans Blok, Gro Bonesmo, Emanuelle Champalle, Minsuk Cho, Hans Cool, Christophe Cornubert, Vincent Coste, Otto Driesden, Chris van Duijn, Sarah Dun, Anthony Fontenot, Bill Gaskins, Wilfried Hackenbroich, Machteld Hendricks, Reiner Hermes, Matthias Hollwich, Andreas Huhn, Alex Karcher, Anna Kling, Niko Knebel, Christine Machynia, Jose Molmans, Sophie Morgense, Simone Nagel, Oleg Nikolaevski, Philip Oswalt, Joshua Prince-Ramus, Rinske van Ramshorst, Ole Scheeren, Sandra Schneider-Marfels, Charlotte Senly, Dan Wood, Olga Aleksakova, Eliot Bu, Xavier Calderón, Robert Choeff, Bert Karel Deuten, Keith Donnelley, Robert Donnelly, Chris van Duijn, Chris van Duijn, Sarah Dun, Mark Eacott, Piet Eckert, Erez Ella, Keren Engelman, Rogier van Est, Anne Filson, Adrianne Fisher, Adrianne Fisher, Bruce Fisher, Pedro Costa Gama, Mark Guinand, Wilfried Hackenbroich, Reinier Hermes, Matthias Hollwich, Jens Holm, Andreas Huhn, Anna Jacinto, Kohei Kashimoto, Anna Kling, Antti Lassila, Anna Little, Ellen van Loon, Rob de Maat, Beth Margulis, Mark McVay, Oliver Michell, Christian Müller, Shawn Mulligan, Oleg Nikolaevski, Daan Ooievaar, Ala Pratt, Bill Price, Bill Price, Joshua Prince-Ramus, Joshua Prince-Ramus, Markus Randler, Gerald Rogers, Fernando Romero, Erik Schotte, Florian Seidel, Shohei Shigematsu, Ann Shih, Peer Sievers, Isabel da Silva, Isabel da Silva, Galia Solomonoff, Ilkka Tarkkanen, Lucien Tinga, Olivier Touraine, Jan Vermeulen, Leonard Weil, Bernard Wolff, Dan Wood, Marco Zurn]",Universal Headquarters,1996,Project,Commissioned Study,Office,True,Dan Wood,15,"[Christophe Cornubert, Matthias Hollwich, Fernando Romero, Joshua Prince-Ramus, Erez Ella, Ole Scheeren]",6,Christophe Cornubert,Matthias Hollwich,Fernando Romero,Joshua Prince-Ramus,Erez Ella,Ole Scheeren,,,,
1990s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\093.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Vincent Coste, Rogier van Est, Wilfried Hackenbroich, Matthias Hollwich, Kohei Kashimoto, Joshua Prince-Ramus, Ole Scheeren, Isabel da Silva, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Moma Charette,1997,Project,Competition,Museum / Gallery,True,Dan Wood,15,"[Matthias Hollwich, Joshua Prince-Ramus, Ole Scheeren]",3,Matthias Hollwich,Joshua Prince-Ramus,Ole Scheeren,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\108.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Hotel.png,"[Dan Wood, Hans Focketyn, Alain Fouraux, David Moore, Fenna Haakma Wagenaar, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Astor Place Hotel,2000,Project,Commissioned Study,Hotel,True,Dan Wood,15,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\111.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Mixed use.png,"[Dan Wood, Eric Chang, Matthias Hollwich, Thorsten Kiefer, Casey Mack, Will Prince, Julien De Smedt, Sybille Wälty, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Brooklyn Academy of Music,2000,Project,Commissioned Study,Mixed use,True,Dan Wood,15,"[Matthias Hollwich, Julien De Smedt, Eric Chang]",3,Matthias Hollwich,Julien De Smedt,Eric Chang,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\115.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Residential.png,"[Andreas Huhn, Jeffrey Johnson, Olga Aleksakova, Catarina Canas, Thomas Duda, Chris van Duijn, Sharon Goren, Thorsten Kiefer, Will Prince, Karen Shanski, Shohei Shigematsu, Pim van Wylick, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",The Distributed House,2000,Project,Commissioned Study,Residential,True,Dan Wood,15,[],0,,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\116.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Office.png,"[Amale Andraos, Fernando Donis, Reinier de Graaf, Ellen van Loon, Joshua Ramus, Saskia Simon, Johan De Wachter, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Caltrans District 7 HQ,2001,Project,Competition,Office,True,Dan Wood,15,[Amale Andraos],1,Amale Andraos,,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\128.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Masterplan.png,"[Dan Wood, Amale Andraos, Alisa Andrasek, Evan Bennet, Meghan Corwin, Erez Ella, Shohei Shigematsu, Henning Stüben, Yumiko Yamada, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",UN City,2001,Project,Competition,Masterplan,True,Dan Wood,15,"[Amale Andraos, Erez Ella]",2,Amale Andraos,Erez Ella,,,,,,,,
2000s,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Black and White Images\130.jpg,D:\Google Drive\Architecture\2017\11222 Critique\11222 OMA Map\Project Data\Typology Backgrounds\Museum / Gallery.png,"[Carol Patterson, Olga Aleksakova, Ali Arvanaghi, Brandon Cook, Markus Dettling, Erez Ella, Marissa Fort, Alain Fouraux, Sarah Gibson, Laura Gilmore, Caya Loeper, John McMorrough, Shiro Ogata, Natasha Sandmeier, Tuomas Toivonen, Fenna Haakma Wagenaar, Sybille Wälty, Yumiko Yamada, Shohei Shigematsu, Dan Wood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Whitney Museum Extension,2001,Project,Commissioned Study,Museum / Gallery,True,Dan Wood,15,[Erez Ella],1,Erez Ella,,,,,,,,,
